canal A	canal B	canal C	ABC	AB	AC
59	47	44	0	44	47
59	47	43	0	43	47
67	54	52	0	52	54
48	36	37	0	37	36
77	65	57	0	57	65
68	50	53	0	53	50
70	51	50	0	50	51
70	44	58	0	58	44
66	52	50	0	50	52
67	52	50	0	50	52
49	39	34	0	34	39
57	43	49	0	49	43
59	45	47	0	47	45
61	52	40	0	40	52
60	44	43	0	43	44
61	44	46	0	46	44
64	47	48	0	48	47
81	63	59	0	59	63
59	46	41	0	41	46
55	36	40	0	40	36
64	42	46	0	46	42
73	59	50	0	50	59
62	45	48	0	48	45
63	49	47	0	47	49
58	48	40	0	40	48
71	46	50	0	50	46
61	49	43	0	43	49
76	59	56	0	56	59
62	51	46	0	46	51
57	41	44	0	44	41
65	46	48	0	48	46
76	53	60	0	60	53
80	56	61	0	61	56
56	46	43	0	43	46
66	54	52	0	52	54
49	37	35	0	35	37
58	38	51	0	51	38
69	43	60	0	60	43
57	43	44	0	44	43
53	41	36	0	36	41
50	39	40	0	40	39
64	46	49	0	49	46
57	40	40	0	40	40
67	45	52	0	52	45
57	39	37	0	37	39
50	41	39	0	39	41
52	38	40	0	40	38
86	61	70	0	70	61
60	42	44	0	44	42
61	48	45	0	45	48
56	42	46	0	46	42
67	56	44	0	44	56
66	39	56	0	56	39
46	32	28	0	28	32
60	43	48	0	48	43
55	44	42	0	42	44
45	36	36	0	36	36
76	58	57	0	57	58
82	57	58	0	58	57
65	52	48	0	48	52
66	52	53	0	53	52
57	46	42	0	42	46
62	50	45	0	45	50
55	40	40	0	40	40
72	58	49	0	49	58
48	34	35	0	35	34
52	36	41	0	41	36
62	48	46	0	46	48
60	44	43	0	43	44
72	56	55	0	55	56
58	42	47	0	47	42
70	47	50	0	50	47
52	34	40	0	40	34
68	50	56	0	56	50
56	40	42	0	42	40
54	46	40	0	40	46
54	40	42	0	42	40
61	47	42	0	42	47
57	45	44	0	44	45
56	35	43	0	43	35
58	41	47	0	47	41
57	45	41	0	41	45
61	49	42	0	42	49
80	64	56	0	56	64
74	56	51	0	51	56
69	49	52	0	52	49
61	49	44	0	44	49
71	51	50	0	50	51
63	41	51	0	51	41
67	50	49	0	49	50
75	59	52	0	52	59
63	50	50	0	50	50
55	38	42	0	42	38
56	38	47	0	47	38
71	56	57	0	57	56
63	50	44	0	44	50
63	54	39	0	39	54
67	41	45	0	45	41
60	45	45	0	45	45
59	43	37	0	37	43
56	38	45	0	45	38
71	57	56	0	56	57
64	51	45	0	45	51
61	51	43	0	43	51
78	56	56	0	56	56
59	50	43	0	43	50
53	38	40	0	40	38
72	59	49	0	49	59
51	41	35	0	35	41
67	52	40	0	40	52
75	57	53	0	53	57
65	52	43	0	43	52
48	32	35	0	35	32
71	50	58	0	58	50
62	51	41	0	41	51
65	51	45	0	45	51
73	54	54	0	54	54
62	51	49	0	49	51
71	58	53	0	53	58
71	57	50	0	50	57
59	41	51	0	51	41
73	47	60	0	60	47
55	41	39	0	39	41
52	43	42	0	42	43
62	49	45	0	45	49
72	58	51	0	51	58
57	47	39	0	39	47
67	51	52	0	52	51
66	47	54	0	54	47
67	53	46	0	46	53
68	50	51	0	51	50
58	44	43	0	43	44
61	45	49	0	49	45
73	51	54	0	54	51
77	57	56	0	56	57
60	42	47	0	47	42
82	59	61	0	61	59
72	58	49	0	49	58
64	51	47	0	47	51
67	49	47	0	47	49
40	29	32	0	32	29
60	41	45	0	45	41
61	50	39	0	39	50
66	47	48	0	48	47
69	60	50	0	50	60
71	54	51	0	51	54
60	44	49	0	49	44
64	48	47	0	47	48
59	45	47	0	47	45
65	45	42	0	42	45
58	46	35	0	35	46
63	52	46	0	46	52
50	37	42	0	42	37
49	40	40	0	40	40
65	49	44	0	44	49
61	45	47	0	47	45
77	53	61	0	61	53
53	41	41	0	41	41
61	45	45	0	45	45
68	53	49	0	49	53
74	57	57	0	57	57
79	57	66	0	66	57
73	55	50	0	50	55
62	49	48	0	48	49
44	38	26	0	26	38
67	54	52	0	52	54
47	30	37	0	37	30
52	40	41	0	41	40
58	40	46	0	46	40
56	36	46	0	46	36
60	46	43	0	43	46
65	48	42	0	42	48
68	49	52	0	52	49
55	40	40	0	40	40
70	59	46	0	46	59
72	52	64	0	64	52
62	50	45	0	45	50
68	47	51	0	51	47
53	44	36	0	36	44
60	41	49	0	49	41
37	28	27	0	27	28
58	42	45	0	45	42
53	40	40	0	40	40
61	41	46	0	46	41
70	54	46	0	46	54
49	42	37	0	37	42
50	38	34	0	34	38
49	38	37	0	37	38
63	48	47	0	47	48
60	39	49	0	49	39
63	50	47	0	47	50
54	42	37	0	37	42
57	47	44	0	44	47
74	55	53	0	53	55
75	54	57	0	57	54
64	54	45	0	45	54
65	45	53	0	53	45
48	39	35	0	35	39
72	58	50	0	50	58
76	60	55	0	55	60
60	48	46	0	46	48
68	51	46	0	46	51
71	59	47	0	47	59
46	34	36	0	36	34
60	51	50	0	50	51
69	58	48	0	48	58
46	35	36	0	36	35
81	62	63	0	63	62
60	42	46	0	46	42
59	52	40	0	40	52
51	37	41	0	41	37
60	39	45	0	45	39
70	52	55	0	55	52
66	49	52	0	52	49
48	42	33	0	33	42
56	42	41	0	41	42
79	62	58	0	58	62
57	48	42	0	42	48
75	54	57	0	57	54
69	50	53	0	53	50
61	43	45	0	45	43
61	47	48	0	48	47
63	53	50	0	50	53
72	56	49	0	49	56
69	51	53	0	53	51
56	46	39	0	39	46
69	50	51	0	51	50
56	37	46	0	46	37
39	29	30	0	30	29
69	50	52	0	52	50
66	55	51	0	51	55
61	45	47	0	47	45
58	42	36	0	36	42
58	41	43	0	43	41
78	52	57	0	57	52
56	43	35	0	35	43
56	45	39	0	39	45
51	37	43	0	43	37
69	53	47	0	47	53
56	43	45	0	45	43
60	49	52	0	52	49
71	51	51	0	51	51
66	53	51	0	51	53
75	60	48	0	48	60
47	31	36	0	36	31
61	47	38	0	38	47
65	47	43	0	43	47
54	39	35	0	35	39
69	51	45	0	45	51
57	41	40	0	40	41
55	39	45	0	45	39
63	54	52	0	52	54
73	49	56	0	56	49
68	53	49	0	49	53
64	46	45	0	45	46
65	45	53	0	53	45
70	52	53	0	53	52
60	42	44	0	44	42
66	53	55	0	55	53
63	45	46	0	46	45
60	44	49	0	49	44
68	50	50	0	50	50
73	56	59	0	59	56
64	55	44	0	44	55
66	51	50	0	50	51
55	41	40	0	40	41
63	43	52	0	52	43
62	47	42	0	42	47
76	56	58	0	58	56
63	53	52	0	52	53
75	62	55	0	55	62
45	34	36	0	36	34
63	45	53	0	53	45
64	54	50	0	50	54
61	53	46	0	46	53
53	40	45	0	45	40
65	48	50	0	50	48
48	38	39	0	39	38
62	48	47	0	47	48
63	48	49	0	49	48
61	50	43	0	43	50
72	55	52	0	52	55
58	44	49	0	49	44
56	42	40	0	40	42
73	56	53	0	53	56
57	42	47	0	47	42
73	57	57	0	57	57
61	48	38	0	38	48
56	36	46	0	46	36
51	42	40	0	40	42
66	48	54	0	54	48
67	51	54	0	54	51
68	47	45	0	45	47
61	46	46	0	46	46
72	57	43	0	43	57
49	40	40	0	40	40
71	50	55	0	55	50
62	48	50	0	50	48
72	54	54	0	54	54
67	48	51	0	51	48
55	43	44	0	44	43
69	54	57	0	57	54
49	37	36	0	36	37
78	60	57	0	57	60
62	44	47	0	47	44
59	45	45	0	45	45
63	47	47	0	47	47
70	56	52	0	52	56
54	41	41	0	41	41
72	58	46	0	46	58
57	43	47	0	47	43
66	49	46	0	46	49
58	44	40	0	40	44
65	54	46	0	46	54
65	53	48	0	48	53
54	39	40	0	40	39
61	49	43	0	43	49
59	40	47	0	47	40
69	51	49	0	49	51
66	48	42	0	42	48
56	42	46	0	46	42
62	48	51	0	51	48
69	54	51	0	51	54
68	54	48	0	48	54
66	49	46	0	46	49
58	40	47	0	47	40
60	41	48	0	48	41
62	48	46	0	46	48
55	42	45	0	46	42
59	46	41	0	41	46
75	60	51	0	51	60
58	39	48	0	48	39
80	55	60	0	60	55
73	56	49	0	49	56
51	42	41	0	41	42
54	39	37	0	37	39
69	45	56	0	56	45
66	45	58	0	58	45
70	50	60	0	60	50
64	40	55	0	55	40
72	61	53	0	53	61
65	49	41	0	41	49
64	50	48	0	48	50
73	54	48	0	48	54
72	54	51	0	51	54
50	36	36	0	36	36
70	55	56	0	56	55
58	51	45	0	45	51
75	60	53	0	53	60
67	48	46	0	46	48
66	43	53	0	53	43
56	42	44	0	44	42
59	46	43	0	43	46
63	46	49	0	49	46
67	51	50	0	50	51
63	43	48	0	48	43
56	41	39	0	39	41
71	55	52	0	52	55
69	53	54	0	54	53
58	39	39	0	39	39
59	50	33	0	33	50
58	39	42	0	42	39
57	50	42	0	42	50
73	53	54	0	54	53
65	48	50	0	50	48
67	56	48	0	48	56
67	41	54	0	54	41
54	40	36	0	36	40
61	51	40	0	40	51
50	36	41	0	41	36
53	32	42	0	42	32
68	56	50	0	50	56
82	61	66	0	66	61
55	44	43	0	43	44
62	49	49	0	49	49
71	55	53	0	53	55
46	35	38	0	38	35
62	45	49	0	49	45
63	45	49	0	49	45
76	59	52	0	52	59
62	47	47	0	47	47
59	42	46	0	46	42
74	55	56	0	56	55
51	43	36	0	36	43
42	32	30	0	30	32
83	62	60	0	60	62
62	54	44	0	44	54
72	60	53	0	53	60
64	46	46	0	46	46
70	55	52	0	52	55
55	41	47	0	47	41
58	44	42	0	42	44
52	40	36	0	36	40
69	48	46	0	46	48
56	45	44	0	44	45
56	38	43	0	43	38
62	45	46	0	46	45
59	44	46	0	46	44
65	50	46	0	46	50
55	41	39	0	39	41
58	42	44	0	44	42
50	38	37	0	37	38
59	43	43	0	43	43
76	56	55	0	55	56
63	50	47	0	47	50
48	35	32	0	32	35
57	47	42	0	42	47
51	40	38	0	38	40
50	41	30	0	30	41
48	33	36	0	36	33
75	52	60	0	60	52
53	40	41	0	41	40
71	58	49	0	49	58
56	40	42	0	42	40
52	36	38	0	38	36
58	42	43	0	43	42
72	60	52	0	52	60
65	46	53	0	53	46
51	35	42	0	42	35
59	45	44	0	44	45
58	41	48	0	48	41
61	51	40	0	40	51
72	47	54	0	54	47
75	53	58	0	58	53
49	32	41	0	41	32
67	53	48	0	48	53
50	31	41	0	41	31
64	49	51	0	51	49
63	48	49	0	49	48
70	56	55	0	55	56
65	50	46	0	46	50
62	46	49	0	49	46
58	51	40	0	40	51
51	37	37	0	37	37
56	42	45	0	45	42
72	48	55	0	55	48
58	48	43	0	43	48
56	43	39	0	39	43
70	51	53	0	53	51
60	41	48	0	48	41
62	50	47	0	47	50
64	51	48	0	48	51
65	52	49	0	49	52
65	50	48	0	48	50
66	48	54	0	54	48
74	53	54	0	54	53
75	52	55	0	55	52
59	47	41	0	41	47
65	47	51	0	51	47
60	48	40	0	40	48
60	40	53	0	53	40
67	47	49	0	49	47
61	49	40	0	40	49
55	43	36	0	36	43
61	47	49	0	49	47
56	45	40	0	40	45
65	47	51	0	51	47
75	57	50	0	50	57
68	48	50	0	50	48
65	52	53	0	53	52
59	42	41	0	41	42
56	37	38	0	38	37
64	54	49	0	49	54
61	41	47	0	47	41
65	40	52	0	52	40
69	53	49	0	49	53
54	41	40	0	40	41
59	48	46	0	46	48
69	49	52	0	52	49
58	46	47	0	47	46
61	42	47	0	47	42
61	44	43	0	43	44
53	39	41	0	41	39
57	42	44	0	44	42
53	34	45	0	45	34
76	55	56	0	56	55
54	38	42	0	42	38
46	38	30	0	30	38
61	47	37	0	37	47
46	33	37	0	37	33
78	57	54	0	54	57
70	54	52	0	52	54
71	48	51	0	51	48
77	53	63	0	63	53
52	42	41	0	41	42
65	52	50	0	50	52
49	40	33	0	33	40
69	53	50	0	50	53
66	53	51	0	51	53
65	58	53	0	53	58
77	61	54	0	54	61
66	50	42	0	42	50
61	39	43	0	43	39
63	42	48	0	48	42
60	45	49	0	49	45
57	44	42	0	42	44
55	43	40	0	40	43
68	48	50	0	50	48
63	47	50	0	50	47
70	52	50	0	50	52
60	42	47	0	47	42
55	44	42	0	42	44
65	53	50	0	50	53
76	55	53	0	53	55
53	42	41	0	41	42
57	48	44	0	44	48
63	43	54	0	54	43
69	53	48	0	48	53
60	46	43	0	43	46
66	50	49	0	49	50
65	51	49	0	49	51
64	43	51	0	51	43
68	49	51	0	51	49
68	54	47	0	47	54
70	60	48	0	48	60
60	48	42	0	42	48
69	55	51	0	51	55
54	41	45	0	45	41
72	52	52	0	52	52
68	54	43	0	43	54
63	45	52	0	52	45
74	59	58	0	58	59
53	29	44	0	44	29
75	59	56	0	56	59
57	41	44	0	44	41
69	55	54	0	54	55
61	45	48	0	48	45
56	46	35	0	35	46
68	52	54	0	54	52
79	58	64	0	64	58
66	55	50	0	50	55
54	40	42	0	42	40
46	38	35	0	35	38
64	51	43	0	43	51
55	41	36	0	36	41
62	46	46	0	46	46
54	40	44	0	44	40
68	51	53	0	53	51
54	34	38	0	38	34
60	49	42	0	42	49
74	56	61	0	61	56
81	60	63	0	63	60
65	50	54	0	54	50
68	46	50	0	50	46
73	58	51	0	51	58
62	49	46	0	46	49
56	41	46	0	46	41
62	49	46	0	46	49
63	44	46	0	46	44
61	43	50	0	50	43
65	46	46	0	46	46
45	35	37	0	37	35
76	55	55	0	55	55
68	52	48	0	48	52
52	41	41	0	41	41
55	43	38	0	38	43
58	40	50	0	50	40
58	44	41	0	41	44
64	52	46	0	46	52
64	42	49	0	49	42
56	46	39	0	39	46
58	42	42	0	42	42
72	58	53	0	53	58
56	43	39	0	39	43
54	41	38	0	38	41
66	48	50	0	50	48
51	43	34	0	34	43
74	53	52	0	52	53
57	44	43	0	43	44
71	53	50	0	50	53
62	44	46	0	46	44
59	49	42	0	42	49
82	70	52	0	52	70
77	60	58	0	58	60
49	43	32	0	32	43
65	48	46	0	46	48
60	45	45	0	45	45
66	52	47	0	47	52
58	44	41	0	41	44
48	35	43	0	43	35
51	34	36	0	36	34
56	41	44	0	44	41
71	54	50	0	50	54
60	46	46	0	46	46
74	55	57	0	57	55
62	46	49	0	49	46
70	54	50	0	50	54
48	40	32	0	32	40
62	52	47	0	47	52
71	57	49	0	49	57
57	35	46	0	46	35
75	56	57	0	57	56
63	50	45	0	45	50
60	45	46	0	46	45
56	45	45	0	45	45
50	33	37	0	37	33
64	45	52	0	52	45
50	36	39	0	39	36
60	39	41	0	41	39
60	44	45	0	45	44
64	47	49	0	49	47
66	54	46	0	46	54
52	41	37	0	37	41
71	55	51	0	51	55
68	54	46	0	46	54
62	45	52	0	52	45
48	36	34	0	34	36
56	44	45	0	45	44
80	60	68	0	68	60
46	36	35	0	35	36
50	32	40	0	40	32
63	50	44	0	44	50
58	41	39	0	39	41
72	56	50	0	50	56
55	43	43	0	43	43
57	41	37	0	37	41
70	55	47	0	47	55
60	43	46	0	46	43
75	53	60	0	60	53
60	45	49	0	49	45
58	47	44	0	44	47
63	43	50	0	50	43
77	56	60	0	60	56
68	48	53	0	53	48
72	58	49	0	49	58
67	44	52	0	52	44
75	63	54	0	54	63
60	42	49	0	49	42
81	69	60	0	60	69
65	51	48	0	48	51
65	47	58	0	58	47
68	50	45	0	45	50
64	45	42	0	42	45
73	53	55	0	55	53
73	53	48	0	48	53
69	52	51	0	51	52
69	49	58	0	58	49
59	47	43	0	43	47
53	45	34	0	34	45
61	50	34	0	34	50
78	54	60	0	60	54
75	53	60	0	60	53
60	49	43	0	43	49
55	42	41	0	41	42
66	52	50	0	50	52
63	45	47	0	47	45
70	47	58	0	58	47
74	61	55	0	55	61
75	57	60	0	60	57
76	55	59	0	59	55
71	57	52	0	52	57
68	51	50	0	50	51
66	54	53	0	53	54
56	42	42	0	42	42
62	46	45	0	45	46
80	64	67	0	67	64
72	56	54	0	54	56
63	48	49	0	49	48
65	54	46	0	46	54
65	48	43	0	43	48
54	38	46	0	46	38
55	45	40	0	40	45
59	49	44	0	44	49
56	41	44	0	44	41
54	39	38	0	38	39
75	57	58	0	58	57
63	51	44	0	44	51
67	46	48	0	48	46
64	46	48	0	48	46
60	43	41	0	41	43
51	39	43	0	43	39
64	42	52	0	52	42
56	40	45	0	45	40
71	57	53	0	53	57
59	43	46	0	46	43
72	57	46	0	46	57
66	45	50	0	50	45
60	36	46	0	46	36
65	47	50	0	50	47
64	49	44	0	44	49
56	39	39	0	39	39
51	34	39	0	39	34
62	47	46	0	46	47
67	52	53	0	53	52
72	60	55	0	55	60
49	35	37	0	37	35
72	52	54	0	54	52
74	51	56	0	56	51
59	39	48	0	48	39
60	44	40	0	40	44
55	41	39	0	39	41
62	52	41	0	41	52
78	53	56	0	56	53
60	44	46	0	46	44
56	45	43	0	43	45
65	43	47	0	47	43
73	50	55	0	55	50
51	42	35	0	35	42
57	37	43	0	43	37
60	41	44	0	44	41
57	46	39	0	39	46
55	40	45	0	45	40
52	38	40	0	40	38
67	48	48	0	48	48
72	52	54	0	54	52
56	29	46	0	46	29
61	44	42	0	42	44
70	56	56	0	56	56
80	56	63	0	63	56
65	45	47	0	47	45
71	57	58	0	58	57
59	42	49	0	49	42
67	50	59	0	59	50
76	59	59	0	59	59
54	34	41	0	41	34
69	51	51	0	51	51
52	43	43	0	43	43
67	54	49	0	49	54
57	44	45	0	45	44
58	43	45	0	45	43
61	44	52	0	52	44
73	55	53	0	53	55
63	52	47	0	47	52
71	50	55	0	55	50
61	44	46	0	46	44
71	55	49	0	49	55
69	57	51	0	51	57
53	44	41	0	41	44
66	47	51	0	51	47
55	38	43	0	43	38
59	45	42	0	42	45
74	55	55	0	55	55
65	48	48	0	48	48
71	50	58	0	58	50
64	40	48	0	48	40
60	36	50	0	50	36
48	37	32	0	32	37
44	34	34	0	34	34
61	47	43	0	43	47
58	43	39	0	39	43
66	49	53	0	53	49
64	47	49	0	49	47
60	39	45	0	45	39
70	55	54	0	54	55
54	47	35	0	35	47
68	58	47	0	47	58
56	43	45	0	45	43
56	43	41	0	41	43
61	53	40	0	40	53
47	39	32	0	32	39
60	44	39	0	39	44
40	30	28	0	28	30
60	48	49	0	49	48
74	53	55	0	55	53
55	41	39	0	39	41
58	42	48	0	48	42
68	47	51	0	51	47
59	39	44	0	44	39
57	47	29	0	29	47
61	50	45	0	45	50
54	35	44	0	44	35
75	60	55	0	55	60
54	37	40	0	40	37
70	56	55	0	55	56
64	45	51	0	51	45
72	51	52	0	52	51
66	46	50	0	50	46
61	47	51	0	51	47
51	39	39	0	39	39
73	52	55	0	55	52
67	56	49	0	49	56
57	44	41	0	41	44
58	41	48	0	48	41
63	47	48	0	48	47
56	41	41	0	41	41
63	48	51	0	51	48
62	41	46	0	46	41
62	44	48	0	48	44
54	34	40	0	40	34
61	42	45	0	45	42
57	44	40	0	40	44
58	48	48	0	48	48
62	41	50	0	50	41
72	61	48	0	48	61
72	53	53	0	53	53
60	47	45	0	45	47
58	42	47	0	47	42
49	40	34	0	34	40
60	48	46	0	46	48
68	49	52	0	52	49
74	54	52	0	52	54
75	53	48	0	48	53
59	47	40	0	40	47
59	42	41	0	41	42
71	52	53	0	53	52
55	43	43	0	43	43
58	42	43	0	43	42
61	49	46	0	46	49
65	43	56	0	56	43
60	49	41	0	41	49
64	45	48	0	48	45
71	55	50	0	50	55
70	55	47	0	47	55
66	50	50	0	50	50
62	48	48	0	48	48
62	51	41	0	41	51
71	61	49	0	49	61
58	43	36	0	36	43
65	48	49	0	49	48
58	42	44	0	44	42
67	48	44	0	44	48
58	49	40	0	40	49
67	50	52	0	52	50
58	45	35	0	35	45
64	54	48	0	48	54
76	57	54	0	54	57
64	47	51	0	51	47
60	43	47	0	47	43
71	53	54	0	54	53
61	52	53	0	53	52
57	43	43	0	43	43
71	56	51	0	51	56
57	43	45	0	45	43
54	41	40	0	40	41
61	47	50	0	50	47
73	58	53	0	53	58
61	48	47	0	47	48
75	57	57	0	57	57
71	55	54	0	54	55
55	48	35	0	35	48
72	56	53	0	53	56
66	47	52	0	52	47
54	44	40	0	40	44
47	38	37	0	37	38
77	63	56	0	56	63
58	50	36	0	36	50
63	45	51	0	51	45
61	49	43	0	43	49
64	51	49	0	49	51
66	48	46	0	46	48
55	40	44	0	44	40
57	40	46	0	46	40
58	44	47	0	47	44
63	46	46	0	46	46
61	49	43	0	43	49
60	50	36	0	36	50
70	46	59	0	59	46
53	41	40	0	40	41
53	36	44	0	44	36
54	46	36	0	36	46
55	43	41	0	41	43
66	52	43	0	43	52
56	41	39	0	39	41
64	49	45	0	45	49
59	48	41	0	41	48
66	49	53	0	53	49
69	58	57	0	57	58
70	52	51	0	51	52
65	48	49	0	49	48
64	49	46	0	46	49
59	45	47	0	47	45
64	43	52	0	52	43
65	43	49	0	49	43
80	60	54	0	54	60
55	41	43	0	43	41
53	39	33	0	33	39
61	50	45	0	45	50
50	36	41	0	41	36
68	48	55	0	55	48
63	49	49	0	49	49
60	46	43	0	43	46
54	42	36	0	36	42
59	40	50	0	50	40
58	41	45	0	45	41
65	51	43	0	43	51
51	40	34	0	34	40
74	59	54	0	54	59
63	47	46	0	46	47
71	54	54	0	54	54
54	41	38	0	38	41
76	60	52	0	52	60
55	47	36	0	36	47
60	47	48	0	48	47
60	40	53	0	53	40
54	38	44	0	44	38
70	57	55	0	55	57
64	47	46	0	46	47
64	45	41	0	41	45
63	48	47	0	47	48
68	44	50	0	50	44
54	46	39	0	39	46
58	47	39	0	39	47
65	45	53	0	53	45
68	55	48	0	48	55
66	48	52	0	52	48
76	55	60	0	60	55
57	47	34	0	34	47
67	50	51	0	51	50
71	51	53	0	53	51
73	62	49	0	49	62
47	35	42	0	42	35
48	36	36	0	36	36
56	43	42	0	42	43
63	43	46	0	46	43
65	50	52	0	52	50
74	52	59	0	59	52
53	41	45	0	45	41
58	43	42	0	42	43
63	55	43	0	43	55
62	52	41	0	41	52
67	45	53	0	53	45
58	41	40	0	40	41
55	41	37	0	37	41
63	43	49	0	49	43
56	46	37	0	37	46
58	43	39	0	39	43
59	42	47	0	47	42
67	54	49	0	49	54
69	53	48	0	48	53
55	41	42	0	42	41
65	46	43	0	43	46
64	52	43	0	43	52
71	49	55	0	55	49
57	34	43	0	43	34
71	55	52	0	52	55
75	49	64	0	64	49
62	46	35	0	35	46
65	51	52	0	52	51
71	48	58	0	58	48
59	49	42	0	42	49
73	56	58	0	58	56
71	53	50	0	50	53
58	45	44	0	44	45
53	42	38	0	38	42
64	45	54	0	54	45
78	60	60	0	60	60
51	40	35	0	35	40
66	49	59	0	59	49
56	37	39	0	39	37
74	53	61	0	61	53
78	65	55	0	55	65
61	49	48	0	48	49
75	58	56	0	56	58
52	42	36	0	36	42
68	55	47	0	47	55
57	42	44	0	44	42
64	50	52	0	52	50
55	40	41	0	41	40
59	42	48	0	48	42
64	47	53	0	53	47
72	47	51	0	51	47
68	49	58	0	58	49
56	43	42	0	42	43
61	46	36	0	36	46
71	57	52	0	52	57
74	63	57	0	57	63
55	44	39	0	39	44
75	53	61	0	61	53
58	41	43	0	43	41
62	46	46	0	46	46
62	42	48	0	48	42
66	52	45	0	45	52
57	47	43	0	43	47
47	36	37	0	37	36
54	41	42	0	42	41
70	51	54	0	54	51
61	51	47	0	47	51
55	40	38	0	38	40
65	45	48	0	48	45
65	55	53	0	53	55
63	47	51	0	51	47
66	49	48	0	48	49
66	54	47	0	47	54
60	44	47	0	47	44
64	46	49	0	49	46
64	45	52	0	52	45
54	43	35	0	35	43
79	54	64	0	64	54
65	55	43	0	43	55
60	44	45	0	45	44
60	41	45	0	45	41
60	43	45	0	45	43
62	48	49	0	49	48
75	57	60	0	60	57
70	54	54	0	54	54
69	52	57	0	57	52
73	55	53	0	53	55
58	42	45	0	45	42
76	59	56	0	56	59
52	34	38	0	38	34
73	52	61	0	61	52
57	39	44	0	44	39
47	35	40	0	40	35
69	55	52	0	52	55
58	40	43	0	43	40
67	50	49	0	49	50
55	44	44	0	44	44
84	64	67	0	67	64
60	42	46	0	46	42
62	46	43	0	43	46
72	61	49	0	49	61
45	29	35	0	35	29
66	52	51	0	51	52
48	39	36	0	36	39
57	45	42	0	42	45
61	47	48	0	48	47
66	46	54	0	54	46
59	45	41	0	41	45
62	47	50	0	50	47
64	46	40	0	40	46
63	49	49	0	49	49
61	52	42	0	42	52
67	49	51	0	51	49
55	43	47	0	47	43
57	41	44	0	44	41
67	57	49	0	49	57
55	41	40	0	40	41
72	54	57	0	57	54
67	50	46	0	46	50
54	37	46	0	46	37
55	43	43	0	43	43
81	58	62	0	62	58
60	49	44	0	44	49
51	37	37	0	37	37
54	42	42	0	42	42
65	52	53	0	53	52
64	44	50	0	50	44
63	43	55	0	55	43
55	44	41	0	41	44
69	54	54	0	54	54
51	39	43	0	43	39
62	51	45	0	45	51
59	44	44	0	44	44
60	48	42	0	42	48
58	42	45	0	45	42
48	38	39	0	39	38
71	53	53	0	53	53
70	53	56	0	56	53
70	53	55	0	55	53
68	55	46	0	46	55
53	41	41	0	41	41
60	49	42	0	42	49
67	50	47	0	47	50
43	32	30	0	30	32
65	57	47	0	47	57
51	42	36	0	36	42
55	40	41	0	41	40
56	42	45	0	45	42
53	40	41	0	41	40
57	42	44	0	44	42
69	51	55	0	55	51
74	56	56	0	56	56
68	61	47	0	47	61
71	56	53	0	53	56
65	44	49	0	49	44
64	48	43	0	43	48
73	57	57	0	57	57
77	58	54	0	54	58
71	60	57	0	57	60
66	52	52	0	52	52
60	42	51	0	51	42
69	54	51	0	51	54
61	44	47	0	47	44
62	47	48	0	48	47
67	54	49	0	49	54
56	42	33	0	33	42
74	57	51	0	51	57
70	52	48	0	48	52
58	46	47	0	47	46
58	41	50	0	50	41
63	43	54	0	54	43
53	37	42	0	42	37
47	34	39	0	39	34
55	41	39	0	39	41
66	54	46	0	46	54
48	35	40	0	40	35
74	60	55	0	55	60
67	48	45	0	45	48
60	39	50	0	50	39
79	55	61	0	61	55
59	50	36	0	36	50
63	46	47	0	47	46
70	55	45	0	45	55
52	40	41	0	41	40
60	48	40	0	40	48
66	45	47	0	47	45
64	48	50	0	50	48
59	48	41	0	41	48
55	39	38	0	38	39
74	49	61	0	61	49
57	45	43	0	43	45
57	40	43	0	43	40
62	46	50	0	50	46
71	53	58	0	58	53
70	51	44	0	44	51
58	50	39	0	39	50
81	60	60	0	60	60
52	40	42	0	42	40
58	48	47	0	47	48
52	37	44	0	44	37
85	66	67	0	67	66
44	35	33	0	33	35
58	40	47	0	47	40
53	38	38	0	38	38
65	52	49	0	49	52
58	44	43	0	43	44
58	42	45	0	45	42
60	46	46	0	46	46
63	41	51	0	51	41
59	48	36	0	36	48
72	54	53	0	53	54
48	39	36	0	36	39
70	54	52	0	52	54
68	55	48	0	48	55
67	54	54	0	54	54
68	51	49	0	49	51
62	48	44	0	44	48
61	40	46	0	46	40
63	55	42	0	42	55
57	42	43	0	43	42
49	34	34	0	34	34
57	39	47	0	47	39
54	36	40	0	40	36
70	54	54	0	54	54
63	49	44	0	44	49
71	57	48	0	48	57
62	45	41	0	41	45
67	50	50	0	50	50
62	43	45	0	45	43
57	44	43	0	43	44
51	45	42	0	42	45
57	44	46	0	46	44
65	45	52	0	52	45
45	34	39	0	39	34
54	38	38	0	38	38
60	51	48	0	48	51
81	63	64	0	64	63
59	45	44	0	44	45
43	29	32	0	32	29
62	48	52	0	52	48
53	37	40	0	40	37
60	46	48	0	48	46
52	37	45	0	45	37
63	45	53	0	53	45
66	53	52	0	52	53
85	58	67	0	67	58
60	45	50	0	50	45
72	49	53	0	53	49
66	46	49	0	49	46
59	43	43	0	43	43
73	59	48	0	48	59
72	52	56	0	56	52
70	49	58	0	58	49
53	42	36	0	36	42
58	43	41	0	41	43
53	42	43	0	43	42
67	53	48	0	48	53
65	45	49	0	49	45
64	50	54	0	54	50
55	46	42	0	42	46
84	63	58	0	58	63
64	51	46	0	46	51
74	49	53	0	53	49
65	47	51	0	51	47
