canal A	 canal B canal C ABC AB	AC
45	30	26	11	30	26
40	29	23	12	29	23
28	19	16	7	19	16
43	28	27	12	28	27
36	20	25	9	20	25
42	26	27	11	26	27
41	28	23	10	28	23
49	27	33	11	27	33
42	28	25	11	28	25
34	22	21	9	22	21
38	25	19	6	25	19
41	26	22	7	26	22
33	23	18	8	23	18
45	35	21	11	35	21
47	34	25	12	34	25
38	25	21	8	25	21
44	30	27	13	30	27
32	20	22	10	20	22
41	27	27	13	27	27
42	29	24	11	29	24
45	29	29	13	29	29
29	15	19	5	15	19
38	22	25	9	22	25
38	26	22	10	26	22
38	24	23	9	24	23
41	25	22	6	25	22
42	27	22	7	27	22
38	18	27	7	18	27
38	24	25	11	24	25
33	19	20	6	19	20
40	29	19	8	29	19
35	19	22	6	19	22
39	27	24	12	27	24
45	21	33	9	21	33
36	21	21	6	21	21
37	21	22	6	21	22
42	29	23	10	29	23
46	29	27	10	29	27
42	23	25	6	23	25
32	21	19	8	21	19
33	20	22	9	20	22
47	30	28	11	30	28
37	25	18	6	25	18
52	32	33	13	32	33
38	25	22	9	25	22
39	28	21	10	28	21
50	28	32	10	28	32
32	22	20	10	22	20
51	31	28	8	31	28
36	24	19	7	24	19
52	31	38	17	31	38
34	23	19	8	23	19
42	29	22	9	29	22
38	26	21	9	26	21
47	31	26	10	31	26
40	21	27	8	21	27
35	19	24	8	19	24
46	25	32	11	25	32
35	22	20	7	22	20
57	43	32	18	43	32
40	26	22	8	26	22
43	31	24	12	31	24
51	35	27	11	35	27
43	24	27	8	24	27
30	18	23	11	18	23
36	20	23	7	20	23
41	32	21	12	32	21
42	28	27	13	28	27
41	22	23	4	22	23
35	21	26	12	21	26
33	22	21	10	22	21
45	22	32	9	22	32
47	24	32	9	24	32
34	25	19	10	25	19
39	26	23	10	26	23
32	24	14	6	24	14
31	18	17	4	18	17
33	21	19	7	21	19
39	21	29	11	21	29
30	18	20	8	18	20
38	24	21	7	24	21
46	27	35	16	27	35
35	22	25	12	22	25
34	19	24	9	19	24
28	23	12	7	23	12
39	23	30	14	23	30
39	24	21	6	24	21
28	17	21	10	17	21
38	28	20	10	28	20
42	26	30	14	26	30
53	36	28	11	36	28
