canal A	canal B canal C ABC AB	AC
31	19	20	8	19	20
22	17	18	13	17	18
31	23	18	10	23	18
34	15	26	7	15	26
28	19	21	12	19	21
33	22	19	8	22	19
21	14	13	6	14	13
33	26	19	12	26	19
28	16	19	7	16	19
30	20	21	11	20	21
38	28	26	16	28	26
31	22	22	13	22	22
21	14	14	7	14	14
31	18	22	9	18	22
24	18	12	6	18	12
35	21	21	7	21	21
22	8	19	5	8	19
29	21	18	10	21	18
27	16	16	5	16	16
36	25	23	12	25	23
32	24	17	9	24	17
32	21	22	11	21	22
30	22	20	12	22	20
28	21	14	7	21	14
46	31	31	16	31	31
35	23	23	11	23	23
35	24	23	12	24	23
35	28	22	15	28	22
31	18	23	10	18	23
34	20	22	8	20	22
29	23	19	13	23	19
30	20	16	6	20	16
27	18	14	5	18	14
40	26	27	13	26	27
28	20	20	12	20	20
25	12	20	7	12	20
37	21	30	14	21	30
23	19	13	9	19	13
43	29	25	11	29	25
38	27	23	12	27	23
36	26	25	15	26	25
24	14	15	5	14	15
26	17	20	11	17	20
22	14	12	4	14	12
35	25	24	14	25	24
22	12	17	7	12	17
25	16	19	10	16	19
34	19	24	9	19	24
25	19	15	9	19	15
37	22	28	13	22	28
32	24	21	13	24	21
29	16	16	3	16	16
38	19	31	12	19	31
30	19	21	10	19	21
22	16	13	7	16	13
27	16	21	10	16	21
22	13	19	10	13	19
20	12	15	7	12	15
41	30	29	18	30	29
34	23	21	10	23	21
36	23	22	9	23	22
32	18	21	7	18	21
39	32	26	19	32	26
28	15	23	10	15	23
35	25	19	9	25	19
25	12	20	7	12	20
33	22	21	10	22	21
25	18	14	7	18	14
33	24	23	14	24	23
31	16	20	5	16	20
21	12	16	7	12	16
21	18	11	8	18	11
39	26	27	14	26	27
33	19	24	10	19	24
40	30	26	16	30	26
29	19	21	11	19	21
40	24	28	12	24	28
33	19	19	5	19	19
24	18	17	11	18	17
32	20	23	11	20	23
33	26	21	14	26	21
30	19	18	7	19	18
21	16	11	6	16	11
44	27	29	12	27	29
20	14	12	6	14	12
26	15	19	8	15	19
28	14	22	8	14	22
39	33	25	19	33	25
39	28	23	12	28	23
35	29	17	11	29	17
37	26	27	16	26	27
33	22	22	11	22	22
30	19	18	7	19	18
31	24	17	10	24	17
27	21	17	11	21	17
34	23	24	13	23	24
31	19	22	10	19	22
46	30	29	13	30	29
32	19	22	9	19	22
26	16	21	11	16	21
42	29	31	18	29	31
29	21	19	11	21	19
30	22	18	10	22	18
35	20	25	10	20	25
32	22	26	16	22	26
39	26	29	16	26	29
32	19	19	6	19	19
21	14	15	8	14	15
35	25	26	16	25	26
36	25	27	16	25	27
25	15	20	10	15	20
38	23	30	15	23	30
40	31	23	14	31	23
37	26	24	13	26	24
30	21	19	10	21	19
24	18	15	9	18	15
29	18	21	10	18	21
33	25	24	16	25	24
23	17	13	7	17	13
25	17	18	10	17	18
30	22	17	9	22	17
33	17	25	9	17	25
30	12	23	5	12	23
38	24	27	13	24	27
35	23	20	8	23	20
31	21	21	11	21	21
23	15	19	11	15	19
37	29	29	21	29	29
30	22	21	13	22	21
33	23	25	15	23	25
33	21	19	7	21	19
42	26	32	16	26	32
35	24	23	12	24	23
31	20	23	12	20	23
30	17	18	5	17	18
33	25	26	18	25	26
23	16	15	8	16	15
39	24	25	10	24	25
35	24	19	8	24	19
28	19	17	8	19	17
32	18	22	8	18	22
20	14	11	5	14	11
32	22	22	12	22	22
33	18	24	9	18	24
35	17	26	8	17	26
23	19	11	7	19	11
29	19	16	6	19	16
28	18	18	8	18	18
