32;20;;;;
36;40;;;;
36;60;;;;
28;80;;;;
40;100;;;;
36;120;;;;
28;140;;;;
40;160;;;;
36;180;;;;
36;200;;;;
60;220;;;;
24;240;;;;
36;260;;;;
44;280;;;;
40;300;;;;
40;320;;;;
40;340;;;;
40;360;;;;
40;380;;;;
28;400;;;;
40;420;;;;
36;440;;;;
24;460;;;;
24;480;;;;
44;500;;;;
40;520;;;;
44;540;;;;
40;560;;;;
28;580;;;;
36;600;;;;
44;620;;;;
40;640;;;;
36;660;;;;
36;680;;;;
28;700;;;;
40;720;;;;
32;740;;;;
36;760;;;;
32;780;;;;
40;800;;;;
36;820;;;;
44;840;;;;
32;860;;;;
32;880;;;;
32;900;;;;
32;920;;;;
44;940;;;;
32;960;;;;
40;980;;;;
40;1000;;;;
40;1020;;;;
28;1040;;;;
28;1060;;;;
44;1080;;;;
28;1100;;;;
44;1120;;;;
40;1140;;;;
32;1160;;;;
24;1180;;;;
52;1200;;;;
44;1220;;;;
36;1240;;;;
36;1260;;;;
36;1280;;;;
28;1300;;;;
24;1320;;;;
40;1340;;;;
28;1360;;;;
36;1380;;;;
36;1400;;;;
40;1420;;;;
24;1440;;;;
40;1460;;;;
28;1480;;;;
36;1500;;;;
28;1520;;;;
36;1540;;;;
28;1560;;;;
32;1580;;;;
36;1600;;;;
40;1620;;;;
36;1640;;;;
48;1660;;;;
40;1680;;;;
28;1700;;;;
24;1720;;;;
44;1740;;;;
48;1760;;;;
52;1780;;;;
44;1800;;;;
44;1820;;;;
28;1840;;;;
28;1860;;;;
36;1880;;;;
36;1900;;;;
44;1920;;;;
24;1940;;;;
28;1960;;;;
40;1980;;;;
44;2000;;;;
28;2020;;;;
40;2040;;;;
32;2060;;;;
40;2080;;;;
44;2100;;;;
36;2120;;;;
32;2140;;;;
28;2160;;;;
36;2180;;;;
44;2200;;;;
28;2220;;;;
36;2240;;;;
20;2260;;;;
28;2280;;;;
36;2300;;;;
44;2320;;;;
40;2340;;;;
36;2360;;;;
44;2380;;;;
44;2400;;;;
48;2420;;;;
44;2440;;;;
40;2460;;;;
40;2480;;;;
44;2500;;;;
24;2520;;;;
44;2540;;;;
32;2560;;;;
44;2580;;;;
44;2600;;;;
24;2620;;;;
40;2640;;;;
44;2660;;;;
36;2680;;;;
44;2700;;;;
24;2720;;;;
36;2740;;;;
24;2760;;;;
36;2780;;;;
44;2800;;;;
44;2820;;;;
44;2840;;;;
40;2860;;;;
44;2880;;;;
36;2900;;;;
40;2920;;;;
52;2940;;;;
40;2960;;;;
40;2980;;;;
36;3000;;;;
28;3020;;;;
28;3040;;;;
36;3060;;;;
40;3080;;;;
40;3100;;;;
32;3120;;;;
40;3140;;;;
44;3160;;;;
28;3180;;;;
36;3200;;;;
48;3220;;;;
40;3240;;;;
32;3260;;;;
36;3280;;;;
24;3300;;;;
32;3320;;;;
36;3340;;;;
32;3360;;;;
24;3380;;;;
36;3400;;;;
32;3420;;;;
28;3440;;;;
